game_id,away_score,home_score,margin_home,total,went_overtime,q_scores,attendance,source,retrieved_at,effective_at
2026_NFL_W01_NE_SEA,10,13,3,23,False,,,nflverse,2026-09-10T10:06:02.827966+00:00,2026-09-09T00:00:00
2026_NFL_W01_SF_LAR,27,7,-20,34,False,,,nflverse,2026-09-11T10:06:52.454399+00:00,2026-09-10T00:00:00
2026_NFL_W01_CHI_CAR,59,37,-22,96,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_TB_CIN,27,33,6,60,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_NO_DET,30,31,1,61,True,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_BUF_HOU,36,31,-5,67,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_BAL_IND,41,23,-18,64,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_CLE_JAX,10,34,24,44,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_ATL_PIT,13,20,7,33,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_NYJ_TEN,23,10,-13,33,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_ARI_LAC,26,14,-12,40,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_MIA_LV,13,27,14,40,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_GB_MIN,22,39,17,61,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_WAS_PHI,22,24,2,46,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_DAL_NYG,20,28,8,48,False,,,nflverse,2026-09-14T10:06:26.400160+00:00,2026-09-13T00:00:00
2026_NFL_W01_DEN_KC,10,31,21,41,False,,,nflverse,2026-09-15T10:07:09.821273+00:00,2026-09-14T00:00:00
2026_NFL_W02_DET_BUF,31,41,10,72,False,,,nflverse,2026-09-18T10:06:30.471121+00:00,2026-09-17T00:00:00
2026_NFL_W02_CAR_ATL,34,3,-31,37,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_NO_BAL,24,17,-7,41,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_MIN_CHI,9,3,-6,12,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_CIN_HOU,20,6,-14,26,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_PIT_NE,3,20,17,23,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_GB_NYJ,20,17,-3,37,True,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_CLE_TB,23,19,-4,42,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_PHI_TEN,24,20,-4,44,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_JAX_DEN,13,20,7,33,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_LV_LAC,26,14,-12,40,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_SEA_ARI,31,7,-24,38,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_WAS_DAL,20,37,17,57,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_MIA_SF,13,35,22,48,False,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_IND_KC,30,33,3,63,True,,,nflverse,2026-09-21T10:06:21.920043+00:00,2026-09-20T00:00:00
2026_NFL_W02_NYG_LAR,6,28,22,34,False,,,nflverse,2026-09-22T10:07:05.658275+00:00,2026-09-21T00:00:00
