game_id,away_score,home_score,margin_home,total,went_overtime,q_scores,attendance,source,retrieved_at,effective_at
2022_NFL_W01_BUF_LAR,31,10,-21,41,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-08T00:00:00
2022_NFL_W01_NO_ATL,27,26,-1,53,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_CLE_CAR,26,24,-2,50,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_SF_CHI,10,19,9,29,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_PIT_CIN,23,20,-3,43,True,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_PHI_DET,38,35,-3,73,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_IND_HOU,20,20,0,40,True,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_NE_MIA,7,20,13,27,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_BAL_NYJ,24,9,-15,33,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_JAX_WAS,22,28,6,50,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_KC_ARI,44,21,-23,65,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_LV_LAC,19,24,5,43,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_GB_MIN,7,23,16,30,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_NYG_TEN,21,20,-1,41,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_TB_DAL,19,3,-16,22,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-11T00:00:00
2022_NFL_W01_DEN_SEA,16,17,1,33,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-12T00:00:00
2022_NFL_W02_LAC_KC,24,27,3,51,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-15T00:00:00
2022_NFL_W02_MIA_BAL,42,38,-4,80,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
2022_NFL_W02_NYJ_CLE,31,30,-1,61,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
2022_NFL_W02_WAS_DET,27,36,9,63,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
2022_NFL_W02_IND_JAX,0,24,24,24,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
2022_NFL_W02_TB_NO,20,10,-10,30,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
2022_NFL_W02_CAR_NYG,16,19,3,35,False,,,nflverse,2026-09-02T18:07:24.811593+00:00,2022-09-18T00:00:00
