game_id,away_score,home_score,margin_home,total,went_overtime,q_scores,attendance,source,retrieved_at,effective_at
2025_NFL_W01_DAL_PHI,20,24,4,44,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-04T00:00:00
2025_NFL_W01_KC_LAC,21,27,6,48,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-05T00:00:00
2025_NFL_W01_TB_ATL,23,20,-3,43,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_CIN_CLE,17,16,-1,33,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_MIA_IND,8,33,25,41,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_CAR_JAX,10,26,16,36,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_LV_NE,20,13,-7,33,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_ARI_NO,20,13,-7,33,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_PIT_NYJ,34,32,-2,66,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_NYG_WAS,6,21,15,27,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_TEN_DEN,12,20,8,32,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_SF_SEA,17,13,-4,30,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_DET_GB,13,27,14,40,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_HOU_LAR,9,14,5,23,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_BAL_BUF,40,41,1,81,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-07T00:00:00
2025_NFL_W01_MIN_CHI,27,24,-3,51,False,,,nflverse,2026-09-02T18:07:31.094758+00:00,2025-09-08T00:00:00
