game_id,away_score,home_score,margin_home,total,went_overtime,q_scores,attendance,source,retrieved_at,effective_at
2024_NFL_W01_BAL_KC,20,27,7,47,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-05T00:00:00
2024_NFL_W01_GB_PHI,29,34,5,63,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-06T00:00:00
2024_NFL_W01_PIT_ATL,18,10,-8,28,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_ARI_BUF,28,34,6,62,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_TEN_CHI,17,24,7,41,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_NE_CIN,16,10,-6,26,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_HOU_IND,29,27,-2,56,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_JAX_MIA,17,20,3,37,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_CAR_NO,10,47,37,57,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_MIN_NYG,28,6,-22,34,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_LV_LAC,10,22,12,32,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_DEN_SEA,20,26,6,46,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_DAL_CLE,33,17,-16,50,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_WAS_TB,20,37,17,57,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_LAR_DET,20,26,6,46,True,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-08T00:00:00
2024_NFL_W01_NYJ_SF,19,32,13,51,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-09T00:00:00
2024_NFL_W02_BUF_MIA,31,10,-21,41,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-12T00:00:00
2024_NFL_W02_LV_BAL,26,23,-3,49,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_LAC_CAR,26,3,-23,29,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_NO_DAL,44,19,-25,63,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_TB_DET,20,16,-4,36,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_IND_GB,10,16,6,26,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_CLE_JAX,18,13,-5,31,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_SF_MIN,17,23,6,40,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_SEA_NE,23,20,-3,43,True,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_NYJ_TEN,24,17,-7,41,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_NYG_WAS,18,21,3,39,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_LAR_ARI,10,41,31,51,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_PIT_DEN,13,6,-7,19,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_CIN_KC,25,26,1,51,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_CHI_HOU,13,19,6,32,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-15T00:00:00
2024_NFL_W02_ATL_PHI,22,21,-1,43,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-16T00:00:00
2024_NFL_W03_NE_NYJ,3,24,21,27,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-19T00:00:00
2024_NFL_W03_NYG_CLE,21,15,-6,36,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_CHI_IND,16,21,5,37,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_HOU_MIN,7,34,27,41,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_PHI_NO,15,12,-3,27,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_LAC_PIT,10,20,10,30,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_DEN_TB,26,7,-19,33,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_GB_TEN,30,14,-16,44,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_CAR_LV,36,22,-14,58,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_MIA_SEA,3,24,21,27,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_DET_ARI,20,13,-7,33,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_BAL_DAL,28,25,-3,53,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_SF_LAR,24,27,3,51,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_KC_ATL,22,17,-5,39,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-22T00:00:00
2024_NFL_W03_JAX_BUF,10,47,37,57,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-23T00:00:00
2024_NFL_W03_WAS_CIN,38,33,-5,71,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-23T00:00:00
2024_NFL_W04_DAL_NYG,20,15,-5,35,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-26T00:00:00
2024_NFL_W04_NO_ATL,24,26,2,50,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_CIN_CAR,34,24,-10,58,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_LAR_CHI,18,24,6,42,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_MIN_GB,31,29,-2,60,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_JAX_HOU,20,24,4,44,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_PIT_IND,24,27,3,51,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_DEN_NYJ,10,9,-1,19,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_PHI_TB,16,33,17,49,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_WAS_ARI,42,14,-28,56,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
2024_NFL_W04_NE_SF,13,30,17,43,False,,,nflverse,2026-09-02T18:07:28.920711+00:00,2024-09-29T00:00:00
