game_id,away_score,home_score,margin_home,total,went_overtime,q_scores,attendance,source,retrieved_at,effective_at
2023_NFL_W01_DET_KC,21,20,-1,41,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-07T00:00:00
2023_NFL_W01_CAR_ATL,10,24,14,34,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_HOU_BAL,9,25,16,34,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_CIN_CLE,3,24,21,27,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_JAX_IND,31,21,-10,52,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_TB_MIN,20,17,-3,37,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_TEN_NO,15,16,1,31,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_SF_PIT,30,7,-23,37,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_ARI_WAS,16,20,4,36,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_GB_CHI,38,20,-18,58,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_LV_DEN,17,16,-1,33,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_MIA_LAC,36,34,-2,70,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_PHI_NE,25,20,-5,45,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_LAR_SEA,30,13,-17,43,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_DAL_NYG,40,0,-40,40,False,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-10T00:00:00
2023_NFL_W01_BUF_NYJ,16,22,6,38,True,,,nflverse,2026-09-02T18:07:26.819701+00:00,2023-09-11T00:00:00
