prediction_id,game_id,model_version,league,season,week,is_backtest,actual_margin_home,actual_total,margin_error,abs_margin_error,total_error,abs_total_error,away_pts_abs_err,home_pts_abs_err,winner_correct,favorite_side,favorite_correct,model_ats_result,model_ou_result,clv_spread,win_prob_bin,evaluated_at
2026_CFB_W03_WVU_UVA_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_WVU_UVA,CFB_v1.0,CFB,2026,3,False,-11,65,18.87,18.87,-12.06,12.06,15.47,3.41,False,HOME,False,WIN,LOSS,,7,2026-09-20T10:41:57.695283+00:00
2026_CFB_W03_KENN_TENN_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_KENN_TENN,CFB_v1.0,CFB,2026,3,False,33,51,-6.39,6.39,10.36,10.36,8.37,1.99,True,HOME,True,WIN,LOSS,,9,2026-09-20T10:41:57.696856+00:00
2026_CFB_W03_ARST_TCU_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_ARST_TCU,CFB_v1.0,CFB,2026,3,False,24,38,-9.3,9.3,15.89,15.89,12.59,3.29,True,HOME,True,LOSS,WIN,,8,2026-09-20T10:41:57.698464+00:00
2026_CFB_W03_UTSA_TEX_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_UTSA_TEX,CFB_v1.0,CFB,2026,3,False,24,36,-6.96,6.96,18.33,18.33,12.65,5.68,True,,,,,,8,2026-09-20T10:41:57.699944+00:00
2026_CFB_W03_UAB_UL_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_UAB_UL,CFB_v1.0,CFB,2026,3,False,7,35,5.66,5.66,20.6,20.6,7.47,13.13,True,HOME,True,LOSS,WIN,,7,2026-09-20T10:41:57.702129+00:00
2026_CFB_W03_JMU_SDSU_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_JMU_SDSU,CFB_v1.0,CFB,2026,3,False,-13,39,16.62,16.62,3.86,3.86,6.38,10.24,False,HOME,False,LOSS,WIN,,5,2026-09-20T10:41:57.704291+00:00
2026_CFB_W03_NDSU_SAC_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_NDSU_SAC,CFB_v1.0,CFB,2026,3,False,-21,41,9.38,9.38,6.4,6.4,1.49,7.89,True,AWAY,True,WIN,WIN,,2,2026-09-20T10:41:57.705810+00:00
2026_CFB_W03_NIU_ARIZ_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_NIU_ARIZ,CFB_v1.0,CFB,2026,3,False,25,59,4.26,4.26,-9.74,9.74,7.0,2.74,True,HOME,True,WIN,LOSS,,9,2026-09-20T10:41:57.707344+00:00
2026_CFB_W03_PUR_UCLA_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_PUR_UCLA,CFB_v1.0,CFB,2026,3,False,14,90,-2.33,2.33,-35.8,35.8,16.73,19.06,True,HOME,True,PUSH,WIN,,7,2026-09-20T10:41:57.708884+00:00
2026_CFB_W03_FRES_SJSU_CFB_v1.0_2026-09-19T12:27:34.180369+00:00,2026_CFB_W03_FRES_SJSU,CFB_v1.0,CFB,2026,3,False,-16,36,12.64,12.64,15.53,15.53,1.44,14.09,True,,,,,,4,2026-09-20T10:41:57.710393+00:00
2026_CFB_W04_LIB_CCU_CFB_v1.0_2026-09-24T12:30:09.326192+00:00,2026_CFB_W04_LIB_CCU,CFB_v1.0,CFB,2026,4,False,-17,51,19.92,19.92,0.36,0.36,9.78,10.14,False,AWAY,True,LOSS,WIN,,5,2026-09-25T10:44:11.339844+00:00
2026_CFB_W04_ARMY_TEM_CFB_v1.0_2026-09-25T12:30:16.148100+00:00,2026_CFB_W04_ARMY_TEM,CFB_v1.0,CFB,2026,4,False,-4,38,9.62,9.62,13.98,13.98,2.18,11.8,False,AWAY,True,LOSS,LOSS,,6,2026-09-26T10:42:17.980112+00:00
2026_CFB_W04_NAVY_UAB_CFB_v1.0_2026-09-25T12:30:16.148100+00:00,2026_CFB_W04_NAVY_UAB,CFB_v1.0,CFB,2026,4,False,4,44,-13.33,13.33,12.27,12.27,12.8,0.53,False,AWAY,False,LOSS,LOSS,,2,2026-09-26T10:42:17.981358+00:00
2026_CFB_W04_NU_IU_CFB_v1.0_2026-09-25T12:30:16.148100+00:00,2026_CFB_W04_NU_IU,CFB_v1.0,CFB,2026,4,False,6,52,13.43,13.43,-1.62,1.62,7.52,5.9,True,HOME,True,WIN,WIN,,8,2026-09-26T10:42:17.982980+00:00
2026_CFB_W04_CLEM_CAL_CFB_v1.0_2026-09-25T12:30:16.148100+00:00,2026_CFB_W04_CLEM_CAL,CFB_v1.0,CFB,2026,4,False,-14,34,8.11,8.11,18.09,18.09,4.99,13.1,True,AWAY,True,WIN,LOSS,,3,2026-09-26T10:42:17.984003+00:00
