split_id,game_id,week,retrieved_at,book,period,spread_ticket_pct_home,spread_money_pct_home,total_ticket_pct_home,total_money_pct_home,moneyline_ticket_pct_home,moneyline_money_pct_home,line_spread_home,line_total,source
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.29,0.56,0.8,0.99,0.67,0.93,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.66,0.73,0.08,0.0,0.06,0.47,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.68,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.05,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.43,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.31,1.0,0.18,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.87,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.8,0.42,0.45,1.0,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.54,0.07,0.17,0.0,0.97,0.72,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.91,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T00:25:27.196695+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T00:25:27.196695+00:00,draftkings,FULL,0.57,0.34,0.29,0.99,0.96,0.97,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.29,0.56,0.8,0.99,0.67,0.93,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.66,0.73,0.08,0.0,0.06,0.47,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.68,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.05,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.44,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.31,1.0,0.18,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.87,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.8,0.42,0.45,1.0,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.54,0.07,0.17,0.0,0.97,0.72,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.91,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T02:34:26.365049+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T02:34:26.365049+00:00,draftkings,FULL,0.57,0.34,0.29,0.99,0.96,0.97,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.29,0.56,0.8,0.99,0.67,0.93,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.65,0.73,0.08,0.0,0.06,0.47,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.68,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.05,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.44,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.32,1.0,0.18,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.87,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.8,0.42,0.45,1.0,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.55,0.07,0.17,0.0,0.97,0.72,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.91,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T04:19:45.119402+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T04:19:45.119402+00:00,draftkings,FULL,0.57,0.34,0.29,0.99,0.96,0.97,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.29,0.56,0.8,0.99,0.67,0.94,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.65,0.73,0.08,0.0,0.06,0.46,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.68,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.04,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.43,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.32,1.0,0.18,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.88,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.8,0.42,0.42,0.98,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.55,0.07,0.17,0.0,0.96,0.7,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.9,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T08:21:21.155091+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T08:21:21.155091+00:00,draftkings,FULL,0.57,0.34,0.29,0.99,0.95,0.94,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.3,0.56,0.8,0.99,0.67,0.95,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.65,0.73,0.08,0.0,0.06,0.46,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.67,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.04,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.43,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.32,1.0,0.17,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.88,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.8,0.42,0.42,0.98,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.55,0.07,0.17,0.0,0.96,0.7,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.9,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T12:27:06.688148+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T12:27:06.688148+00:00,draftkings,FULL,0.56,0.33,0.29,0.99,0.95,0.94,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.3,0.56,0.8,0.99,0.67,0.95,-3.0,51.5,vsin_dk
2026_NFL_W02_PIT_NE_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_PIT_NE,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.45,0.8,0.13,0.0,0.92,0.97,-4.5,43.5,vsin_dk
2026_NFL_W02_GB_NYJ_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_GB_NYJ,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.65,0.73,0.08,0.0,0.06,0.46,5.5,42.5,vsin_dk
2026_NFL_W02_NO_BAL_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_NO_BAL,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.5,0.92,1.0,1.0,0.99,0.95,-7.5,46.5,vsin_dk
2026_NFL_W02_CIN_HOU_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_CIN_HOU,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.08,1.0,0.83,0.02,0.67,0.72,-2.5,45.5,vsin_dk
2026_NFL_W02_PHI_TEN_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_PHI_TEN,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.56,0.06,0.63,0.81,0.02,0.04,5.5,42.5,vsin_dk
2026_NFL_W02_MIN_CHI_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_MIN_CHI,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.33,0.57,0.57,1.0,0.93,0.9,-3.0,45.5,vsin_dk
2026_NFL_W02_CAR_ATL_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_CAR_ATL,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.71,0.99,0.11,0.0,0.43,0.62,-1.5,43.5,vsin_dk
2026_NFL_W02_CLE_TB_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_CLE_TB,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.32,1.0,0.17,0.01,0.96,0.97,-6.5,42.5,vsin_dk
2026_NFL_W02_JAX_DEN_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_JAX_DEN,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.84,0.52,1.0,1.0,0.88,0.87,-3.0,43.5,vsin_dk
2026_NFL_W02_LV_LAC_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_LV_LAC,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.9,1.0,1.0,1.0,0.97,0.97,-9.5,42.5,vsin_dk
2026_NFL_W02_WAS_DAL_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_WAS_DAL,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.8,0.42,0.42,0.98,0.94,0.74,-4.5,51.5,vsin_dk
2026_NFL_W02_SEA_ARI_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_SEA_ARI,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.14,0.68,1.0,1.0,0.01,0.01,10.0,44.5,vsin_dk
2026_NFL_W02_MIA_SF_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_MIA_SF,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.55,0.07,0.17,0.0,0.96,0.7,-10.5,46.5,vsin_dk
2026_NFL_W02_IND_KC_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_IND_KC,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.17,0.78,0.0,0.0,0.9,0.06,-6.5,47.5,vsin_dk
2026_NFL_W02_NYG_LAR_FULL_draftkings_2026-09-10T14:08:30.711107+00:00,2026_NFL_W02_NYG_LAR,2,2026-09-10T14:08:30.711107+00:00,draftkings,FULL,0.56,0.33,0.29,0.99,0.95,0.94,-9.5,48.5,vsin_dk
2026_NFL_W02_DET_BUF_FULL_draftkings_2026-09-10T14:49:01.012562+00:00,2026_NFL_W02_DET_BUF,2,2026-09-10T14:49:01.012562+00:00,draftkings,FULL,0.3,0.56,0.8,0.99,0.67,0.95,-3.0,51.5,vsin_dk
