game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code,is_actual
2025_NFL_W16_LAR_SEA,2026-09-07T05:55:48.396072+00:00,2025-12-19T01:15:00+00:00,-6292.7,False,False,open_meteo_archive,52.0,42.5,21.4,42.1,214.0,,0.004,88.0,51.0,True
2025_NFL_W16_GB_CHI,2026-09-07T05:55:48.751302+00:00,2025-12-21T01:20:00+00:00,-6244.6,False,False,open_meteo_archive,36.0,24.6,14.2,29.3,273.0,,0.0,52.0,2.0,True
2025_NFL_W16_PHI_WAS,2026-09-07T05:55:49.103558+00:00,2025-12-20T22:00:00+00:00,-6247.9,False,False,open_meteo_archive,39.1,31.3,7.3,13.2,157.0,,0.0,57.0,1.0,True
2025_NFL_W16_NE_BAL,2026-09-07T05:55:49.454137+00:00,2025-12-22T01:20:00+00:00,-6220.6,False,False,open_meteo_archive,35.4,27.7,5.6,14.8,320.0,,0.0,52.0,0.0,True
2025_NFL_W16_TB_CAR,2026-09-07T05:55:49.800183+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,False,open_meteo_archive,59.6,52.8,7.6,19.9,9.0,,0.0,37.0,3.0,True
2025_NFL_W16_BUF_CLE,2026-09-07T05:55:50.147577+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,False,open_meteo_archive,28.0,16.2,15.3,23.5,282.0,,0.0,71.0,1.0,True
2025_NFL_W16_LAC_DAL,2026-09-07T05:55:50.511049+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,True,open_meteo_archive,59.6,56.9,6.6,16.1,16.0,,0.0,71.0,3.0,True
2025_NFL_W16_NYJ_NO,2026-09-07T05:55:50.511437+00:00,2025-12-21T18:00:00+00:00,-6227.9,True,False,open_meteo_archive,,,,,,,,,,True
2025_NFL_W16_MIN_NYG,2026-09-07T05:55:50.851993+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,False,open_meteo_archive,45.4,35.7,11.1,26.6,298.0,,0.0,41.0,0.0,True
2025_NFL_W16_KC_TEN,2026-09-07T05:55:51.201513+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,False,open_meteo_archive,51.7,43.6,7.5,17.7,39.0,,0.0,34.0,2.0,True
2025_NFL_W16_ATL_ARI,2026-09-07T05:55:51.553375+00:00,2025-12-21T21:05:00+00:00,-6224.8,False,True,open_meteo_archive,77.1,72.6,1.8,8.5,76.0,,0.0,20.0,0.0,True
2025_NFL_W16_JAX_DEN,2026-09-07T05:55:51.891896+00:00,2025-12-21T21:05:00+00:00,-6224.8,False,False,open_meteo_archive,58.0,52.2,2.5,9.4,333.0,,0.0,28.0,1.0,True
2025_NFL_W16_PIT_DET,2026-09-07T05:55:51.892246+00:00,2025-12-21T21:25:00+00:00,-6224.5,True,False,open_meteo_archive,,,,,,,,,,True
2025_NFL_W16_LV_HOU,2026-09-07T05:55:52.248399+00:00,2025-12-21T21:25:00+00:00,-6224.5,False,True,open_meteo_archive,79.3,84.6,3.3,10.7,303.0,,0.0,67.0,1.0,True
2025_NFL_W16_CIN_MIA,2026-09-07T05:55:52.598708+00:00,2025-12-21T18:00:00+00:00,-6227.9,False,False,open_meteo_archive,80.0,85.6,3.5,11.6,105.0,,0.0,68.0,3.0,True
2025_NFL_W16_SF_IND,2026-09-07T05:55:52.939738+00:00,2025-12-23T01:15:00+00:00,-6196.7,False,True,open_meteo_archive,43.3,35.5,9.0,17.7,160.0,,0.0,61.0,3.0,True
