game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code,is_actual
2025_CFB_W10_JMU_TXST,2026-09-07T06:03:35.056916+00:00,2025-10-29T00:00:00+00:00,-7518.1,False,False,open_meteo_archive,70.9,67.6,13.5,28.6,356.0,,0.0,62.0,0.0,True
2025_CFB_W10_UTEP_KENN,2026-09-07T06:03:35.353488+00:00,2025-10-29T00:00:00+00:00,-7518.1,False,False,open_meteo_archive,51.4,47.3,7.9,16.1,109.0,,0.0,85.0,3.0,True
2025_CFB_W10_JXST_MTSU,2026-09-07T06:03:35.633882+00:00,2025-10-29T23:30:00+00:00,-7494.6,False,False,open_meteo_archive,50.8,47.9,5.2,18.1,198.0,,0.0,87.0,2.0,True
2025_CFB_W10_FIU_MOST,2026-09-07T06:03:35.968495+00:00,2025-10-30T00:00:00+00:00,-7494.1,False,False,open_meteo_archive,47.8,40.4,13.1,30.2,343.0,,0.0,83.0,1.0,True
2025_CFB_W10_TULN_UTSA,2026-09-07T06:03:35.968832+00:00,2025-10-30T23:30:00+00:00,-7470.6,True,False,open_meteo_archive,,,,,,,,,,True
2025_CFB_W10_MRSH_CCU,2026-09-07T06:03:36.259472+00:00,2025-10-30T23:30:00+00:00,-7470.6,False,False,open_meteo_archive,58.7,52.6,11.1,22.1,276.0,,0.0,59.0,0.0,True
2025_CFB_W10_MEM_RICE,2026-09-07T06:03:36.551199+00:00,2025-10-31T23:00:00+00:00,-7447.1,False,False,open_meteo_archive,66.9,66.5,1.9,6.0,90.0,,0.0,57.0,0.0,True
2025_CFB_W10_UNC_SYR,2026-09-07T06:03:36.551540+00:00,2025-10-31T23:30:00+00:00,-7446.6,True,False,open_meteo_archive,,,,,,,,,,True
2025_CFB_W10_SHSU_LT,2026-09-07T06:03:36.861041+00:00,2025-11-01T00:00:00+00:00,-7446.1,False,False,open_meteo_archive,56.5,53.3,3.4,3.8,73.0,,0.0,60.0,0.0,True
2025_CFB_W10_MIA_SMU,2026-09-07T06:03:37.147095+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,57.5,55.0,4.4,11.0,24.0,,0.012,70.0,51.0,True
2025_CFB_W10_PSU_OSU,2026-09-07T06:03:37.439705+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,51.0,47.2,4.1,11.4,242.0,,0.0,70.0,3.0,True
2025_CFB_W10_NAVY_UNT,2026-09-07T06:03:37.738101+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,56.7,52.7,7.2,13.4,60.0,,0.012,69.0,51.0,True
2025_CFB_W10_UCF_BAY,2026-09-07T06:03:38.064600+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,57.4,56.4,3.8,9.4,47.0,,0.035,82.0,53.0,True
2025_CFB_W10_RUTG_ILL,2026-09-07T06:03:38.355378+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,47.4,41.1,6.1,15.7,258.0,,0.0,57.0,0.0,True
2025_CFB_W10_WVU_HOU,2026-09-07T06:03:38.635322+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,66.4,67.1,4.1,11.9,52.0,,0.0,73.0,2.0,True
2025_CFB_W10_DUKE_CLEM,2026-09-07T06:03:38.990508+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,54.5,52.4,1.6,8.3,180.0,,0.0,64.0,0.0,True
2025_CFB_W10_UAB_CONN,2026-09-07T06:03:39.302460+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,52.3,43.1,13.7,30.9,288.0,,0.0,51.0,2.0,True
2025_CFB_W10_ARMY_AF,2026-09-07T06:03:39.621740+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,45.2,38.7,1.1,9.4,53.0,,0.0,24.0,3.0,True
2025_CFB_W10_BUF_BGSU,2026-09-07T06:03:39.911662+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,50.8,44.9,7.9,17.4,251.0,,0.0,64.0,3.0,True
2025_CFB_W10_VAN_TEX,2026-09-07T06:03:40.222118+00:00,2025-11-01T16:00:00+00:00,-7430.1,False,False,open_meteo_archive,60.4,60.5,4.4,13.4,43.0,,0.232,86.0,63.0,True
