prediction_id,game_id,model_version,predicted_at,is_pregame_final,is_backtest,as_of_ts,proj_away_pts,proj_home_pts,proj_margin_home,proj_total,win_prob_home,margin_sd,market_spread_home,market_total,spread_diff,total_diff,qb_home_id,qb_away_id,data_quality,quality_flags,contributions,inputs_hash,baseline_ratings_margin,baseline_hfa_margin,train_seasons,in_sample_warning,season,week,margin_home,total,home_field,close_spread_home,close_total,margin_error,abs_margin_error,total_error,abs_total_error,winner_correct,favorite_side,market_margin,market_abs_error,market_winner_correct,model_side_home,model_ats_result,model_ou_side_over,model_ou_result,edge_vs_market,baseline_ratings_abs_error,baseline_hfa_abs_error,win_prob_bin,home_won
2022_CFB_W01_TROY_MISS_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_TROY_MISS,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 20:00:00+00:00,17.33,39.62,22.29,56.96,0.9172,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 12.84}, {""category"": ""rating_diff_blend"", ""points"": 4.15}, {""category"": ""RUSH_OFF"", ""points"": 1.33}, {""category"": ""QB"", ""points"": -1.17}, {""category"": ""OVERALL_OFF"", ""points"": 0.97}, {""category"": ""EXPLOSIVE"", ""points"": 0.68}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.4}, {""category"": ""SUCCESS"", ""points"": -0.36}, {""category"": ""OVERALL_DEF"", ""points"": -0.33}, {""category"": ""TURNOVER"", ""points"": -0.2}, {""category"": ""RUSH_DEF"", ""points"": 0.18}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.15}, {""category"": ""THIRD_DOWN"", ""points"": -0.15}, {""category"": ""PASS_OFF"", ""points"": 0.14}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""RED_ZONE"", ""points"": -0.08}, {""category"": ""PASS_DEF"", ""points"": 0.05}]",,15.000189866708896,3.758352116759004,2021,False,2022,1,18.0,38.0,1.0,-21.5,57.0,4.289999999999999,4.289999999999999,18.96,18.96,1.0,HOME,21.5,3.5,1.0,True,LOSS,False,WIN,0.7899999999999991,2.9998101332911045,14.241647883240995,9,True
2022_CFB_W01_TXST_NEV_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_TXST_NEV,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 21:30:00+00:00,15.59,38.77,23.19,54.36,0.9241,16.75,,,,,,,0.808,,"[{""category"": ""rating_diff_blend"", ""points"": 7.22}, {""category"": ""TURNOVER"", ""points"": 4.47}, {""category"": ""OVERALL_OFF"", ""points"": 2.6}, {""category"": ""THIRD_DOWN"", ""points"": 1.46}, {""category"": ""OVERALL_DEF"", ""points"": 1.09}, {""category"": ""TALENT"", ""points"": 0.95}, {""category"": ""QB"", ""points"": -0.94}, {""category"": ""PASS_OFF"", ""points"": 0.72}, {""category"": ""SUCCESS"", ""points"": 0.7}, {""category"": ""EXPLOSIVE"", ""points"": 0.69}, {""category"": ""RUSH_OFF"", ""points"": 0.49}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.43}, {""category"": ""PASS_DEF"", ""points"": 0.21}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.2}, {""category"": ""RUSH_DEF"", ""points"": 0.15}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""STYLE_FIT"", ""points"": -0.1}, {""category"": ""RED_ZONE"", ""points"": 0.06}]",,23.349883118797838,3.758352116759004,2021,False,2022,1,24.0,52.0,1.0,2.0,51.5,-0.8099999999999987,0.8099999999999987,2.3599999999999994,2.3599999999999994,1.0,AWAY,-2.0,26.0,0.0,True,WIN,True,WIN,25.19,0.6501168812021625,20.241647883240997,9,True
2022_CFB_W01_ULM_TEX_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_ULM_TEX,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-04 00:00:00+00:00,10.88,48.5,37.61,59.38,0.9825,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 15.68}, {""category"": ""rating_diff_blend"", ""points"": 7.84}, {""category"": ""OVERALL_OFF"", ""points"": 3.42}, {""category"": ""RUSH_OFF"", ""points"": 2.97}, {""category"": ""OVERALL_DEF"", ""points"": 2.12}, {""category"": ""THIRD_DOWN"", ""points"": 1.65}, {""category"": ""SUCCESS"", ""points"": 1.33}, {""category"": ""TURNOVER"", ""points"": 0.86}, {""category"": ""RED_ZONE"", ""points"": -0.84}, {""category"": ""PASS_OFF"", ""points"": 0.82}, {""category"": ""QB"", ""points"": -0.61}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.58}, {""category"": ""RUSH_DEF"", ""points"": -0.56}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.36}, {""category"": ""PASS_DEF"", ""points"": 0.24}, {""category"": ""home_field"", ""points"": 0.13}]",,25.048328269252437,3.758352116759004,2021,False,2022,1,42.0,62.0,1.0,-37.5,64.5,-4.390000000000001,4.390000000000001,-2.6199999999999974,2.6199999999999974,1.0,HOME,37.5,4.5,1.0,True,WIN,False,WIN,0.10999999999999943,16.951671730747563,38.241647883240994,9,True
2022_CFB_W01_UNC_APP_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_UNC_APP,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 16:00:00+00:00,33.09,26.85,-6.24,59.94,0.3513,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": -10.68}, {""category"": ""OVERALL_OFF"", ""points"": 2.17}, {""category"": ""rating_diff_blend"", ""points"": 1.23}, {""category"": ""QB"", ""points"": -1.14}, {""category"": ""PASS_OFF"", ""points"": 1.02}, {""category"": ""THIRD_DOWN"", ""points"": -0.78}, {""category"": ""EXPLOSIVE"", ""points"": -0.74}, {""category"": ""TURNOVER"", ""points"": -0.71}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.38}, {""category"": ""RUSH_DEF"", ""points"": 0.37}, {""category"": ""OVERALL_DEF"", ""points"": -0.34}, {""category"": ""SUCCESS"", ""points"": 0.29}, {""category"": ""PASS_DEF"", ""points"": 0.21}, {""category"": ""RUSH_OFF"", ""points"": -0.17}, {""category"": ""RED_ZONE"", ""points"": -0.15}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.09}]",,7.0486630492046345,3.758352116759004,2021,False,2022,1,-2.0,124.0,1.0,-3.0,56.5,-4.24,4.24,-64.06,64.06,1.0,HOME,3.0,5.0,0.0,False,WIN,True,WIN,9.24,9.048663049204634,5.758352116759005,3,False
2022_CFB_W01_UNT_UTEP_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_UNT_UTEP,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-08-28 01:00:00+00:00,24.22,28.2,3.98,52.42,0.6146,16.75,,,,,,,0.808,,"[{""category"": ""OVERALL_DEF"", ""points"": 4.09}, {""category"": ""RUSH_OFF"", ""points"": -4.05}, {""category"": ""rating_diff_blend"", ""points"": 3.1}, {""category"": ""TALENT"", ""points"": -2.03}, {""category"": ""OVERALL_OFF"", ""points"": -1.84}, {""category"": ""EXPLOSIVE"", ""points"": 1.7}, {""category"": ""QB"", ""points"": -1.62}, {""category"": ""THIRD_DOWN"", ""points"": 0.96}, {""category"": ""PASS_OFF"", ""points"": 0.65}, {""category"": ""RUSH_DEF"", ""points"": -0.65}, {""category"": ""PASS_DEF"", ""points"": 0.62}, {""category"": ""RED_ZONE"", ""points"": -0.62}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.31}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.27}, {""category"": ""TURNOVER"", ""points"": -0.2}, {""category"": ""SUCCESS"", ""points"": 0.16}, {""category"": ""home_field"", ""points"": 0.13}]",,12.142323518897793,3.758352116759004,2021,False,2022,1,-18.0,44.0,1.0,1.5,52.5,21.98,21.98,8.420000000000002,8.420000000000002,0.0,AWAY,-1.5,16.5,1.0,True,LOSS,False,WIN,5.48,30.142323518897793,21.758352116759003,6,False
2022_CFB_W01_USU_ALA_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_USU_ALA,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 23:30:00+00:00,14.14,44.66,30.52,58.8,0.9635,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 9.6}, {""category"": ""rating_diff_blend"", ""points"": 7.76}, {""category"": ""OVERALL_OFF"", ""points"": 3.09}, {""category"": ""RUSH_OFF"", ""points"": 2.52}, {""category"": ""OVERALL_DEF"", ""points"": 1.72}, {""category"": ""THIRD_DOWN"", ""points"": 1.66}, {""category"": ""TURNOVER"", ""points"": 1.32}, {""category"": ""SUCCESS"", ""points"": 1.27}, {""category"": ""RED_ZONE"", ""points"": -1.03}, {""category"": ""RUSH_DEF"", ""points"": -0.82}, {""category"": ""PASS_OFF"", ""points"": 0.77}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.51}, {""category"": ""PASS_DEF"", ""points"": -0.27}, {""category"": ""QB"", ""points"": -0.17}, {""category"": ""EXPLOSIVE"", ""points"": -0.14}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.05}]",,24.842482121623068,3.758352116759004,2021,False,2022,1,55.0,55.0,1.0,-42.0,63.0,-24.48,24.48,3.799999999999997,3.799999999999997,1.0,HOME,42.0,13.0,1.0,False,LOSS,False,WIN,11.48,30.157517878376932,51.241647883240994,9,True
2022_CFB_W01_UTAH_FLA_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_UTAH_FLA,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 23:00:00+00:00,24.35,32.63,8.28,56.98,0.7155,16.75,,,,,,,0.808,,"[{""category"": ""RUSH_OFF"", ""points"": 2.97}, {""category"": ""TURNOVER"", ""points"": -1.47}, {""category"": ""TALENT"", ""points"": 1.35}, {""category"": ""OVERALL_OFF"", ""points"": 1.32}, {""category"": ""EXPLOSIVE"", ""points"": 0.49}, {""category"": ""OVERALL_DEF"", ""points"": -0.47}, {""category"": ""rating_diff_blend"", ""points"": 0.37}, {""category"": ""SUCCESS"", ""points"": 0.29}, {""category"": ""RUSH_DEF"", ""points"": 0.18}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.18}, {""category"": ""PASS_DEF"", ""points"": 0.16}, {""category"": ""QB"", ""points"": -0.14}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""THIRD_DOWN"", ""points"": -0.12}, {""category"": ""RED_ZONE"", ""points"": -0.09}, {""category"": ""PASS_OFF"", ""points"": -0.08}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.06}]",,4.6943963388480245,3.758352116759004,2021,False,2022,1,3.0,55.0,1.0,2.5,51.5,5.279999999999999,5.279999999999999,1.9799999999999969,1.9799999999999969,1.0,AWAY,-2.5,5.5,0.0,True,WIN,True,WIN,10.78,1.6943963388480245,0.7583521167590042,7,True
2022_CFB_W01_UTEP_OU_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_UTEP_OU,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-03 19:30:00+00:00,16.36,38.82,22.46,55.19,0.9185,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 14.73}, {""category"": ""rating_diff_blend"", ""points"": 3.48}, {""category"": ""TURNOVER"", ""points"": 2.2}, {""category"": ""RUSH_OFF"", ""points"": -1.8}, {""category"": ""OVERALL_DEF"", ""points"": 1.07}, {""category"": ""RUSH_DEF"", ""points"": -0.79}, {""category"": ""EXPLOSIVE"", ""points"": -0.71}, {""category"": ""SUCCESS"", ""points"": 0.63}, {""category"": ""PASS_DEF"", ""points"": -0.62}, {""category"": ""QB"", ""points"": 0.58}, {""category"": ""RED_ZONE"", ""points"": -0.44}, {""category"": ""THIRD_DOWN"", ""points"": 0.42}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.37}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.31}, {""category"": ""PASS_OFF"", ""points"": 0.17}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""OVERALL_OFF"", ""points"": -0.11}, {""category"": ""STYLE_FIT"", ""points"": 0.05}]",,13.169070072524931,3.758352116759004,2021,False,2022,1,32.0,58.0,1.0,-31.0,58.0,-9.54,9.54,-2.8100000000000023,2.8100000000000023,1.0,HOME,31.0,1.0,1.0,False,LOSS,False,PUSH,8.54,18.83092992747507,28.241647883240997,9,True
2022_CFB_W01_VAN_HAW_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_VAN_HAW,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-08-28 02:30:00+00:00,27.53,28.79,1.26,56.32,0.5448,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": -12.98}, {""category"": ""rating_diff_blend"", ""points"": 4.55}, {""category"": ""RUSH_OFF"", ""points"": 3.33}, {""category"": ""OVERALL_DEF"", ""points"": 2.34}, {""category"": ""TURNOVER"", ""points"": -0.96}, {""category"": ""OVERALL_OFF"", ""points"": 0.93}, {""category"": ""SUCCESS"", ""points"": 0.78}, {""category"": ""RUSH_DEF"", ""points"": -0.46}, {""category"": ""EXPLOSIVE"", ""points"": 0.46}, {""category"": ""RED_ZONE"", ""points"": -0.29}, {""category"": ""QB"", ""points"": 0.28}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.27}, {""category"": ""THIRD_DOWN"", ""points"": -0.26}, {""category"": ""PASS_DEF"", ""points"": 0.17}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""WEATHER"", ""points"": 0.08}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.05}]",,16.097273438100068,3.758352116759004,2021,False,2022,1,-53.0,73.0,1.0,9.0,54.5,54.26,54.26,-16.68,16.68,0.0,AWAY,-9.0,44.0,1.0,True,LOSS,True,WIN,10.26,69.09727343810007,56.758352116759006,5,False
2022_CFB_W01_VT_ODU_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_VT_ODU,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-02 23:00:00+00:00,33.53,19.47,-14.06,52.99,0.1914,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": -10.14}, {""category"": ""rating_diff_blend"", ""points"": -2.81}, {""category"": ""TURNOVER"", ""points"": -2.67}, {""category"": ""OVERALL_OFF"", ""points"": -2.48}, {""category"": ""OVERALL_DEF"", ""points"": 1.39}, {""category"": ""THIRD_DOWN"", ""points"": -1.04}, {""category"": ""PASS_OFF"", ""points"": -0.96}, {""category"": ""EXPLOSIVE"", ""points"": 0.49}, {""category"": ""QB"", ""points"": 0.32}, {""category"": ""RUSH_OFF"", ""points"": 0.28}, {""category"": ""RED_ZONE"", ""points"": -0.19}, {""category"": ""PASS_DEF"", ""points"": 0.17}, {""category"": ""RUSH_DEF"", ""points"": -0.17}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""SUCCESS"", ""points"": -0.11}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.07}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.07}, {""category"": ""STYLE_FIT"", ""points"": 0.06}]",,-3.9679280734610587,3.758352116759004,2021,False,2022,1,3.0,37.0,1.0,6.0,48.5,-17.060000000000002,17.060000000000002,15.990000000000002,15.990000000000002,0.0,AWAY,-6.0,9.0,0.0,False,LOSS,True,LOSS,8.06,6.967928073461058,0.7583521167590042,1,True
2022_CFB_W01_WKU_HAW_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_WKU_HAW,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-04 03:59:00+00:00,33.37,24.31,-9.06,57.68,0.2865,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": -4.73}, {""category"": ""rating_diff_blend"", ""points"": -4.34}, {""category"": ""OVERALL_DEF"", ""points"": -4.01}, {""category"": ""RUSH_OFF"", ""points"": 3.08}, {""category"": ""TURNOVER"", ""points"": -1.82}, {""category"": ""QB"", ""points"": 1.32}, {""category"": ""SUCCESS"", ""points"": -0.94}, {""category"": ""THIRD_DOWN"", ""points"": -0.83}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.56}, {""category"": ""EXPLOSIVE"", ""points"": -0.54}, {""category"": ""RUSH_DEF"", ""points"": 0.5}, {""category"": ""PASS_DEF"", ""points"": -0.47}, {""category"": ""PASS_OFF"", ""points"": -0.22}, {""category"": ""RED_ZONE"", ""points"": -0.13}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.1}, {""category"": ""OVERALL_OFF"", ""points"": -0.06}]",,-8.137663037620845,3.758352116759004,2021,False,2022,1,-32.0,66.0,1.0,16.5,67.5,22.939999999999998,22.939999999999998,-8.32,8.32,1.0,AWAY,-16.5,15.5,1.0,True,LOSS,False,WIN,7.4399999999999995,23.862336962379153,35.758352116759006,2,False
2022_CFB_W01_WMU_MSU_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_WMU_MSU,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-02 23:00:00+00:00,19.64,38.61,18.97,58.25,0.8863,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 9.73}, {""category"": ""rating_diff_blend"", ""points"": 3.9}, {""category"": ""RUSH_OFF"", ""points"": 1.85}, {""category"": ""EXPLOSIVE"", ""points"": 1.63}, {""category"": ""THIRD_DOWN"", ""points"": -1.24}, {""category"": ""OVERALL_DEF"", ""points"": -0.81}, {""category"": ""RED_ZONE"", ""points"": -0.62}, {""category"": ""OVERALL_OFF"", ""points"": 0.6}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.56}, {""category"": ""SUCCESS"", ""points"": -0.53}, {""category"": ""TURNOVER"", ""points"": 0.29}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.14}, {""category"": ""PASS_OFF"", ""points"": -0.13}, {""category"": ""home_field"", ""points"": 0.13}]",,14.303461605016915,3.758352116759004,2021,False,2022,1,22.0,48.0,1.0,-21.5,54.5,-3.030000000000001,3.030000000000001,10.25,10.25,1.0,HOME,21.5,0.5,1.0,False,LOSS,True,LOSS,2.530000000000001,7.696538394983085,18.241647883240997,8,True
2022_CFB_W01_WVU_PITT_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_WVU_PITT,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-01 23:00:00+00:00,26.35,32.85,6.51,59.2,0.6758,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": -6.49}, {""category"": ""rating_diff_blend"", ""points"": 3.0}, {""category"": ""OVERALL_OFF"", ""points"": 2.0}, {""category"": ""TURNOVER"", ""points"": 1.57}, {""category"": ""OVERALL_DEF"", ""points"": 1.22}, {""category"": ""QB"", ""points"": -0.92}, {""category"": ""THIRD_DOWN"", ""points"": 0.69}, {""category"": ""PASS_OFF"", ""points"": 0.59}, {""category"": ""SUCCESS"", ""points"": 0.54}, {""category"": ""RUSH_OFF"", ""points"": 0.38}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.27}, {""category"": ""EXPLOSIVE"", ""points"": 0.27}, {""category"": ""PASS_DEF"", ""points"": 0.26}, {""category"": ""RUSH_DEF"", ""points"": -0.19}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.15}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""RED_ZONE"", ""points"": 0.08}, {""category"": ""STYLE_FIT"", ""points"": -0.05}]",,11.869003406152446,3.758352116759004,2021,False,2022,1,7.0,69.0,1.0,-7.5,51.0,-0.4900000000000002,0.4900000000000002,-9.799999999999997,9.799999999999997,1.0,HOME,7.5,0.5,1.0,False,WIN,True,WIN,0.9900000000000002,4.869003406152446,3.241647883240996,6,True
2022_CFB_W01_WYO_ILL_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W01_WYO_ILL,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-08-27 20:00:00+00:00,22.29,27.01,4.72,49.3,0.6332,16.75,,,,,,,0.808,,"[{""category"": ""TALENT"", ""points"": 5.27}, {""category"": ""OVERALL_OFF"", ""points"": -2.78}, {""category"": ""TURNOVER"", ""points"": 1.24}, {""category"": ""SUCCESS"", ""points"": -1.08}, {""category"": ""PASS_OFF"", ""points"": -0.92}, {""category"": ""OVERALL_DEF"", ""points"": -0.84}, {""category"": ""rating_diff_blend"", ""points"": -0.84}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.57}, {""category"": ""RUSH_DEF"", ""points"": 0.38}, {""category"": ""RED_ZONE"", ""points"": 0.36}, {""category"": ""RUSH_OFF"", ""points"": 0.35}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.31}, {""category"": ""EXPLOSIVE"", ""points"": -0.23}, {""category"": ""THIRD_DOWN"", ""points"": -0.2}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""PASS_DEF"", ""points"": 0.06}, {""category"": ""STYLE_FIT"", ""points"": 0.06}]",,1.3878747720464282,3.758352116759004,2021,False,2022,1,32.0,44.0,1.0,-14.0,42.5,-27.28,27.28,5.299999999999997,5.299999999999997,1.0,HOME,14.0,18.0,1.0,False,LOSS,True,WIN,9.280000000000001,30.612125227953573,28.241647883240997,6,True
2022_CFB_W02_AKR_MSU_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W02_AKR_MSU,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-10 20:00:00+00:00,10.92,45.25,34.33,56.17,0.9754,16.75,,,,,,,0.846,,"[{""category"": ""TALENT"", ""points"": 12.3}, {""category"": ""rating_diff_blend"", ""points"": 8.69}, {""category"": ""RUSH_OFF"", ""points"": 4.28}, {""category"": ""OVERALL_OFF"", ""points"": 2.83}, {""category"": ""OVERALL_DEF"", ""points"": 2.17}, {""category"": ""SOS"", ""points"": -1.25}, {""category"": ""EXPLOSIVE"", ""points"": 1.03}, {""category"": ""SUCCESS"", ""points"": 0.87}, {""category"": ""RED_ZONE"", ""points"": -0.82}, {""category"": ""THIRD_DOWN"", ""points"": 0.81}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.44}, {""category"": ""PASS_DEF"", ""points"": 0.41}, {""category"": ""PASS_OFF"", ""points"": 0.4}, {""category"": ""QB"", ""points"": -0.32}, {""category"": ""OFFENSIVE_LINE"", ""points"": -0.22}, {""category"": ""RUSH_DEF"", ""points"": -0.2}, {""category"": ""TURNOVER"", ""points"": 0.13}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""STYLE_FIT"", ""points"": 0.07}, {""category"": ""REST"", ""points"": -0.05}]",,27.358667637482046,3.758352116759004,2021,False,2022,2,52.0,52.0,1.0,-34.5,56.0,-17.67,17.67,4.170000000000002,4.170000000000002,1.0,HOME,34.5,17.5,1.0,False,LOSS,True,LOSS,0.1700000000000017,24.641332362517954,48.241647883240994,9,True
2022_CFB_W02_ALA_TEX_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W02_ALA_TEX,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-10 16:00:00+00:00,32.44,27.08,-5.36,59.52,0.3726,16.75,,,,,,,0.846,,"[{""category"": ""rating_diff_blend"", ""points"": -4.03}, {""category"": ""OVERALL_DEF"", ""points"": -2.34}, {""category"": ""THIRD_DOWN"", ""points"": -1.91}, {""category"": ""TALENT"", ""points"": -1.35}, {""category"": ""SOS"", ""points"": 1.17}, {""category"": ""SUCCESS"", ""points"": -0.98}, {""category"": ""QB"", ""points"": 0.8}, {""category"": ""OVERALL_OFF"", ""points"": -0.43}, {""category"": ""PASS_DEF"", ""points"": -0.41}, {""category"": ""RUSH_OFF"", ""points"": -0.4}, {""category"": ""DEFENSIVE_FRONT"", ""points"": 0.29}, {""category"": ""RUSH_DEF"", ""points"": 0.27}, {""category"": ""RED_ZONE"", ""points"": 0.22}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.21}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""PASS_OFF"", ""points"": -0.09}]",,-7.304912907804299,3.758352116759004,2021,False,2022,2,-1.0,39.0,1.0,21.0,63.5,-4.36,4.36,20.520000000000003,20.520000000000003,1.0,AWAY,-21.0,20.0,1.0,True,WIN,False,WIN,15.64,6.304912907804299,4.758352116759005,3,False
2022_CFB_W02_APP_TAM_CFB_v1.0_2026-09-10T18:46:45.344376+00:00,2022_CFB_W02_APP_TAM,CFB_v1.0,2026-09-10T18:46:45.344376+00:00,False,True,2022-09-10 19:30:00+00:00,21.23,37.43,16.2,58.67,0.8532,16.75,,,,,,,0.846,,"[{""category"": ""TALENT"", ""points"": 10.14}, {""category"": ""SOS"", ""points"": -3.68}, {""category"": ""OVERALL_DEF"", ""points"": 1.54}, {""category"": ""THIRD_DOWN"", ""points"": 1.46}, {""category"": ""EXPLOSIVE"", ""points"": 0.88}, {""category"": ""QB"", ""points"": 0.75}, {""category"": ""rating_diff_blend"", ""points"": 0.62}, {""category"": ""TURNOVER"", ""points"": 0.49}, {""category"": ""SUCCESS"", ""points"": 0.38}, {""category"": ""OFFENSIVE_LINE"", ""points"": 0.32}, {""category"": ""RUSH_DEF"", ""points"": -0.29}, {""category"": ""RED_ZONE"", ""points"": -0.28}, {""category"": ""PASS_DEF"", ""points"": 0.26}, {""category"": ""DEFENSIVE_FRONT"", ""points"": -0.19}, {""category"": ""home_field"", ""points"": 0.13}, {""category"": ""OVERALL_OFF"", ""points"": 0.09}, {""category"": ""STYLE_FIT"", ""points"": 0.05}]",,5.372548574394552,3.758352116759004,2021,False,2022,2,-3.0,31.0,1.0,-18.0,54.0,19.2,19.2,27.67,27.67,0.0,HOME,18.0,21.0,0.0,False,WIN,True,LOSS,1.8000000000000007,8.372548574394552,6.758352116759005,8,False
