game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code
2026_NFL_W05_TB_DAL,2026-09-24T11:06:04.494160+00:00,2026-10-09T00:15:00+00:00,349.1,False,True,open_meteo,85.8,82.1,5.5,5.1,117.0,0.03,0.0,24.0,0.0
2026_NFL_W05_TB_DAL,2026-09-24T17:03:34.464625+00:00,2026-10-09T00:15:00+00:00,343.2,False,True,open_meteo,65.8,59.4,11.0,18.6,186.0,0.13,0.0,44.0,0.0
2026_NFL_W05_TB_DAL,2026-09-24T20:02:34.469780+00:00,2026-10-09T00:15:00+00:00,340.2,False,True,open_meteo,77.3,80.1,6.0,10.1,63.0,0.13,0.0,65.0,1.0
2026_NFL_W05_TB_DAL,2026-09-24T23:02:50.466636+00:00,2026-10-09T00:15:00+00:00,337.2,False,True,open_meteo,77.3,80.1,6.0,10.1,63.0,0.13,0.0,65.0,1.0
2026_NFL_W05_TB_DAL,2026-09-25T11:05:14.177967+00:00,2026-10-09T00:15:00+00:00,325.2,False,True,open_meteo,68.2,60.8,7.8,7.8,136.0,0.1,0.0,24.0,1.0
2026_NFL_W05_TB_DAL,2026-09-25T17:03:40.791602+00:00,2026-10-09T00:15:00+00:00,319.2,False,True,open_meteo,76.0,70.8,9.3,15.0,8.0,0.13,0.0,33.0,3.0
2026_NFL_W05_TB_DAL,2026-09-25T20:03:10.005248+00:00,2026-10-09T00:15:00+00:00,316.2,False,True,open_meteo,62.7,53.4,10.8,15.7,34.0,0.0,0.0,24.0,0.0
2026_NFL_W05_TB_DAL,2026-09-25T23:02:17.878567+00:00,2026-10-09T00:15:00+00:00,313.2,False,True,open_meteo,62.7,53.4,10.8,15.7,34.0,0.0,0.0,24.0,0.0
2026_NFL_W05_TB_DAL,2026-09-26T17:02:58.525174+00:00,2026-10-09T00:15:00+00:00,295.2,False,True,open_meteo,76.9,72.7,7.7,8.9,100.0,0.06,0.0,34.0,0.0
2026_NFL_W05_PHI_JAX,2026-09-26T17:02:58.525744+00:00,2026-10-11T13:30:00+00:00,356.5,False,False,open_meteo,66.7,63.5,3.0,4.3,312.0,0.25,0.0,41.0,3.0
2026_NFL_W05_CIN_MIA,2026-09-26T17:02:58.526215+00:00,2026-10-11T17:00:00+00:00,360.0,False,False,open_meteo,84.3,85.8,5.8,6.3,54.0,0.54,0.0,46.0,3.0
2026_NFL_W05_LV_NE,2026-09-26T17:03:00.067207+00:00,2026-10-11T17:00:00+00:00,359.9,False,False,open_meteo,60.7,57.0,6.4,7.2,12.0,0.07,0.0,59.0,3.0
2026_NFL_W05_MIN_NO,2026-09-26T17:03:00.067576+00:00,2026-10-11T17:00:00+00:00,359.9,True,False,open_meteo,,,,,,,,,
2026_NFL_W05_CLE_NYJ,2026-09-26T17:03:00.068042+00:00,2026-10-11T17:00:00+00:00,359.9,False,False,open_meteo,66.6,62.5,8.3,8.7,360.0,0.14,0.0,40.0,0.0
2026_NFL_W05_IND_PIT,2026-09-26T17:03:00.068524+00:00,2026-10-11T17:00:00+00:00,359.9,False,False,open_meteo,57.9,55.0,5.3,9.2,285.0,0.13,0.0,61.0,3.0
2026_NFL_W05_HOU_TEN,2026-09-26T17:03:01.627775+00:00,2026-10-11T17:00:00+00:00,359.9,False,False,open_meteo,70.0,67.2,5.2,7.8,340.0,0.19,0.0,37.0,3.0
2026_NFL_W05_NYG_WAS,2026-09-26T17:03:01.628335+00:00,2026-10-11T17:00:00+00:00,359.9,False,False,open_meteo,65.4,60.2,9.9,13.6,298.0,0.13,0.0,42.0,1.0
2026_NFL_W05_TB_DAL,2026-09-26T20:02:31.577721+00:00,2026-10-09T00:15:00+00:00,292.2,False,True,open_meteo,71.9,67.5,9.6,9.4,68.0,0.06,0.0,44.0,0.0
2026_NFL_W05_PHI_JAX,2026-09-26T20:02:31.578119+00:00,2026-10-11T13:30:00+00:00,353.5,False,False,open_meteo,74.3,77.0,5.5,12.8,43.0,0.31,0.0,70.0,3.0
2026_NFL_W05_CIN_MIA,2026-09-26T20:02:31.578407+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,85.5,85.5,17.4,17.4,70.0,0.38,0.0,52.0,1.0
2026_NFL_W05_LV_NE,2026-09-26T20:02:32.489729+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,72.2,71.7,3.5,5.6,310.0,0.11,0.0,44.0,1.0
2026_NFL_W05_MIN_NO,2026-09-26T20:02:32.490023+00:00,2026-10-11T17:00:00+00:00,357.0,True,False,open_meteo,,,,,,,,,
2026_NFL_W05_CLE_NYJ,2026-09-26T20:02:32.490327+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,74.0,73.2,2.2,3.6,276.0,0.11,0.0,37.0,2.0
2026_NFL_W05_IND_PIT,2026-09-26T20:02:32.490630+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,68.8,68.6,0.9,0.9,104.0,0.05,0.0,52.0,3.0
2026_NFL_W05_HOU_TEN,2026-09-26T20:02:33.447603+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,65.2,65.2,3.1,5.1,94.0,0.01,0.0,68.0,3.0
2026_NFL_W05_NYG_WAS,2026-09-26T20:02:33.448024+00:00,2026-10-11T17:00:00+00:00,357.0,False,False,open_meteo,73.9,73.7,4.1,5.4,261.0,0.03,0.0,42.0,0.0
