split_id,game_id,week,retrieved_at,book,period,spread_ticket_pct_home,spread_money_pct_home,total_ticket_pct_home,total_money_pct_home,moneyline_ticket_pct_home,moneyline_money_pct_home,line_spread_home,line_total,line_ml_home,line_ml_away,source
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:01:00.302771+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:01:00.302771+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:03:48.472920+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:03:48.472920+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:18:40.875599+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:18:40.875599+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:22:31.421376+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:22:31.421376+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:35:36.635373+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:35:36.635373+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:44:06.726563+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:44:06.726563+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:46:01.231272+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:46:01.231272+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T22:49:23.210274+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T22:49:23.210274+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T23:00:58.755592+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T23:00:58.755592+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
2026_CFB_W11_TEX_LSU_FULL_draftkings_2026-09-12T23:03:44.943293+00:00,2026_CFB_W11_TEX_LSU,11,2026-09-12T23:03:44.943293+00:00,draftkings,FULL,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,56.5,-155.0,130.0,vsin_dk
