game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code,is_actual
2021_CFB_W05_UVA_MIA,2026-09-07T06:49:23.510658+00:00,2021-09-30T23:30:00+00:00,-43255.3,False,False,open_meteo_archive,78.9,85.8,6.7,16.3,64.0,,0.0,83.0,1.0,True
2021_CFB_W05_HOU_TLSA,2026-09-07T06:49:23.925566+00:00,2021-10-01T23:30:00+00:00,-43231.3,False,False,open_meteo_archive,78.0,82.7,1.6,6.0,270.0,,0.0,64.0,2.0,True
2021_CFB_W05_IOWA_MD,2026-09-07T06:49:24.333745+00:00,2021-10-02T00:00:00+00:00,-43230.8,False,False,open_meteo_archive,64.7,63.6,3.1,3.6,339.0,,0.0,61.0,0.0,True
2021_CFB_W05_BYU_USU,2026-09-07T06:49:24.722689+00:00,2021-10-02T01:00:00+00:00,-43229.8,False,False,open_meteo_archive,66.3,62.4,1.3,4.5,121.0,,0.0,31.0,2.0,True
2021_CFB_W05_TENN_MIZ,2026-09-07T06:49:25.137720+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,69.1,74.5,5.0,10.5,170.0,,0.11,100.0,63.0,True
2021_CFB_W05_ARK_UGA,2026-09-07T06:49:25.547048+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,74.1,81.2,1.6,12.5,172.0,,0.004,86.0,51.0,True
2021_CFB_W05_CLT_ILL,2026-09-07T06:49:25.944013+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,72.4,75.9,9.9,22.4,176.0,,0.012,90.0,51.0,True
2021_CFB_W05_WMU_BUF,2026-09-07T06:49:26.368125+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,68.2,63.1,14.1,30.2,229.0,,0.0,57.0,1.0,True
2021_CFB_W05_MINN_PUR,2026-09-07T06:49:26.750728+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,70.0,71.5,9.2,17.4,194.0,,0.012,84.0,51.0,True
2021_CFB_W05_PITT_GT,2026-09-07T06:49:27.162381+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,73.6,78.8,5.6,14.3,130.0,,0.004,86.0,51.0,True
2021_CFB_W05_DUKE_UNC,2026-09-07T06:49:27.574572+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,77.7,79.3,6.5,17.9,218.0,,0.0,55.0,0.0,True
2021_CFB_W05_MICH_WIS,2026-09-07T06:49:28.011360+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,73.6,77.4,5.9,19.0,198.0,,0.0,79.0,3.0,True
2021_CFB_W05_TEX_TCU,2026-09-07T06:49:28.432202+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,75.5,80.7,5.9,12.8,245.0,,0.028,82.0,53.0,True
2021_CFB_W05_MEM_TEM,2026-09-07T06:49:28.850119+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,72.3,70.8,10.2,21.0,234.0,,0.0,55.0,3.0,True
2021_CFB_W05_TOL_MASS,2026-09-07T06:49:29.278157+00:00,2021-10-02T16:00:00+00:00,-43214.8,False,False,open_meteo_archive,66.4,65.2,7.0,18.8,189.0,,0.0,62.0,2.0,True
2021_CFB_W05_LOU_WAKE,2026-09-07T06:49:29.714230+00:00,2021-10-02T16:30:00+00:00,-43214.3,False,False,open_meteo_archive,78.1,80.3,7.7,19.7,240.0,,0.0,59.0,2.0,True
2021_CFB_W05_APP_GAST,2026-09-07T06:49:30.136760+00:00,2021-10-02T18:00:00+00:00,-43212.8,False,False,open_meteo_archive,77.2,79.9,7.8,16.3,156.0,,0.004,69.0,51.0,True
2021_CFB_W05_USC_COLO,2026-09-07T06:49:30.531156+00:00,2021-10-02T18:00:00+00:00,-43212.8,False,False,open_meteo_archive,62.8,59.9,3.0,12.3,17.0,,0.0,43.0,1.0,True
2021_CFB_W05_ULM_CCU,2026-09-07T06:49:30.979359+00:00,2021-10-02T18:30:00+00:00,-43212.3,False,False,open_meteo_archive,81.3,83.1,7.1,16.6,148.0,,0.0,48.0,3.0,True
2021_CFB_W05_CIN_ND,2026-09-07T06:49:31.381694+00:00,2021-10-02T18:30:00+00:00,-43212.3,False,False,open_meteo_archive,71.5,74.6,6.5,20.6,172.0,,0.008,82.0,51.0,True
2021_CFB_W05_EMU_NIU,2026-09-07T06:49:31.784392+00:00,2021-10-02T18:30:00+00:00,-43212.3,False,False,open_meteo_archive,72.2,74.7,8.4,17.0,202.0,,0.012,81.0,51.0,True
2021_CFB_W05_TROY_SC,2026-09-07T06:49:32.185333+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,83.7,86.3,2.7,9.8,145.0,,0.0,46.0,2.0,True
2021_CFB_W05_MISS_ALA,2026-09-07T06:49:32.571349+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,82.6,85.7,5.6,13.2,180.0,,0.0,55.0,2.0,True
2021_CFB_W05_FIU_FAU,2026-09-07T06:49:32.987765+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,84.7,86.8,14.6,27.7,87.0,,0.0,57.0,0.0,True
2021_CFB_W05_UCF_NAVY,2026-09-07T06:49:33.394927+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,76.5,78.7,4.7,14.8,199.0,,0.0,54.0,3.0,True
2021_CFB_W05_OSU_RUTG,2026-09-07T06:49:33.801183+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,76.0,73.2,8.6,21.3,253.0,,0.0,42.0,2.0,True
2021_CFB_W05_SYR_FSU,2026-09-07T06:49:34.209441+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,86.5,91.2,5.2,14.1,155.0,,0.0,48.0,3.0,True
2021_CFB_W05_OU_KSU,2026-09-07T06:49:34.632469+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,70.4,70.6,6.4,15.4,306.0,,0.012,66.0,51.0,True
2021_CFB_W05_OHIO_AKR,2026-09-07T06:49:35.022382+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,73.2,70.2,6.0,15.7,193.0,,0.0,41.0,3.0,True
2021_CFB_W05_TULN_ECU,2026-09-07T06:49:35.452102+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,79.4,80.5,4.0,10.7,218.0,,0.0,49.0,3.0,True
2021_CFB_W05_NEV_BOIS,2026-09-07T06:49:35.866433+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,68.4,66.4,1.9,11.2,216.0,,0.0,35.0,3.0,True
2021_CFB_W05_BGSU_KENT,2026-09-07T06:49:36.290961+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,72.3,69.6,5.8,15.7,196.0,,0.0,43.0,3.0,True
2021_CFB_W05_TTU_WVU,2026-09-07T06:49:36.715759+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,74.9,73.3,5.4,15.9,218.0,,0.0,40.0,3.0,True
2021_CFB_W05_CMU_MOH,2026-09-07T06:49:37.107212+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,76.0,78.2,6.7,14.1,210.0,,0.0,66.0,3.0,True
2021_CFB_W05_ORE_STAN,2026-09-07T06:49:37.519386+00:00,2021-10-02T19:30:00+00:00,-43211.3,False,False,open_meteo_archive,81.7,80.8,3.8,13.9,36.0,,0.0,29.0,0.0,True
2021_CFB_W05_ARST_GASO,2026-09-07T06:49:37.928274+00:00,2021-10-02T20:00:00+00:00,-43210.8,False,False,open_meteo_archive,86.1,85.5,6.1,14.5,80.0,,0.0,36.0,1.0,True
2021_CFB_W05_USF_SMU,2026-09-07T06:49:38.323886+00:00,2021-10-02T20:00:00+00:00,-43210.8,False,False,open_meteo_archive,82.8,88.0,7.1,18.8,252.0,,0.004,65.0,51.0,True
2021_CFB_W05_ARMY_BALL,2026-09-07T06:49:38.736063+00:00,2021-10-02T21:00:00+00:00,-43209.8,False,False,open_meteo_archive,69.4,71.7,9.2,15.2,184.0,,0.008,91.0,51.0,True
2021_CFB_W05_WSU_CAL,2026-09-07T06:49:39.159134+00:00,2021-10-02T21:30:00+00:00,-43209.3,False,False,open_meteo_archive,86.7,85.5,6.1,17.2,266.0,,0.0,25.0,0.0,True
2021_CFB_W05_UNLV_UTSA,2026-09-07T06:49:39.159432+00:00,2021-10-02T22:00:00+00:00,-43208.8,True,False,open_meteo_archive,,,,,,,,,,True
2021_CFB_W05_FLA_UK,2026-09-07T06:49:39.556029+00:00,2021-10-02T22:00:00+00:00,-43208.8,False,False,open_meteo_archive,75.9,78.6,5.8,16.8,216.0,,0.0,67.0,3.0,True
2021_CFB_W05_LT_NCSU,2026-09-07T06:49:39.975071+00:00,2021-10-02T22:00:00+00:00,-43208.8,False,False,open_meteo_archive,77.4,78.3,5.4,11.0,171.0,,0.0,55.0,2.0,True
2021_CFB_W05_USM_RICE,2026-09-07T06:49:40.422357+00:00,2021-10-02T22:30:00+00:00,-43208.3,False,False,open_meteo_archive,77.4,84.1,4.9,12.1,141.0,,0.0,82.0,3.0,True
2021_CFB_W05_AF_UNM,2026-09-07T06:49:40.830363+00:00,2021-10-02T22:30:00+00:00,-43208.3,False,False,open_meteo_archive,68.6,66.3,2.6,8.5,121.0,,0.0,43.0,0.0,True
2021_CFB_W05_KU_ISU,2026-09-07T06:49:41.251275+00:00,2021-10-02T23:00:00+00:00,-43207.8,False,False,open_meteo_archive,73.1,72.9,8.2,16.6,279.0,,0.0,62.0,3.0,True
2021_CFB_W05_BAY_OKST,2026-09-07T06:49:41.646356+00:00,2021-10-02T23:00:00+00:00,-43207.8,False,False,open_meteo_archive,73.6,76.4,5.1,16.6,322.0,,0.012,72.0,51.0,True
2021_CFB_W05_LIB_UAB,2026-09-07T06:49:42.067014+00:00,2021-10-02T23:00:00+00:00,-43207.8,False,False,open_meteo_archive,78.0,81.8,3.6,9.4,191.0,,0.0,64.0,3.0,True
2021_CFB_W05_MSST_TAM,2026-09-07T06:49:42.489277+00:00,2021-10-02T23:00:00+00:00,-43207.8,False,False,open_meteo_archive,83.7,89.1,3.3,9.6,74.0,,0.0,59.0,1.0,True
2021_CFB_W05_MRSH_MTSU,2026-09-07T06:49:42.879526+00:00,2021-10-02T23:00:00+00:00,-43207.8,False,False,open_meteo_archive,74.0,79.2,4.2,6.0,212.0,,0.0,81.0,3.0,True
2021_CFB_W05_IU_PSU,2026-09-07T06:49:43.297768+00:00,2021-10-02T23:30:00+00:00,-43207.3,False,False,open_meteo_archive,59.5,58.6,4.7,7.6,265.0,,0.0,80.0,3.0,True
2021_CFB_W05_BC_CLEM,2026-09-07T06:49:43.728537+00:00,2021-10-02T23:30:00+00:00,-43207.3,False,False,open_meteo_archive,71.6,77.7,2.2,10.7,276.0,,0.0,89.0,3.0,True
